"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDR362C",368.153749021541,0.132596181743183,0.075489299793159,1.75648975558784,0.0790048191298308,0.153831724473236
"YDR232W",1027.14163653833,0.191267469688723,0.045749483874302,4.18075688491342,2.9054037286165e-05,0.000147498187740918
"YDR158W",1690.67352674637,0.13195457577265,0.0385475680182112,3.42316214891457,0.000618971426020972,0.00233817794013916
"YDR439W",224.023398639707,-0.079089184947561,0.0952313739842,-0.830495052614518,0.4062589438788,0.54730136036622
"YDL206W",347.75441306915,-0.305316589471223,0.0784722654305329,-3.89075793589141,9.99315862302495e-05,0.000449212356757925
"YDR125C",164.011026591844,0.201629737291203,0.110437522060165,1.82573579640221,0.0678900684081212,0.135738189301324
"YDR338C",280.528146915203,0.147503219444107,0.0830051113237751,1.77703778829651,0.0755620226909339,0.148265158863564
"YDR526C",0.679693282424317,-2.69159975784669,1.87844494014523,-1.43288722513133,0.151890068637075,0.261832590701575
"YDR533C",812.713861118076,0.516770701608532,0.0507843520289005,10.1757860632828,2.54338068013298e-24,6.58866283699271e-23
"YDR272W",1066.46797869936,0.0559479310237719,0.0458679034034851,1.2197621184386,0.222555065626359,0.350042212650626
"YDR197W",350.343268778136,-0.0665049364092477,0.0770375662943472,-0.863279301362453,0.387983921750854,0.531703767905287
"YDR512C",552.931243113902,0.205618955637818,0.0650986399818917,3.15857528966832,0.00158542351579056,0.00543739702903785
"YDR489W",103.763459007561,-0.135347700169249,0.16053853852961,-0.843085413688911,0.399180675862776,0.540833367970953
